State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
Gujarat,Ahmedabad,2001,Whole Year,Banana,64474.6,1999288.9
Gujarat,Ahmedabad,1997,Kharif,Cotton,21087.8,8434.3
Maharashtra,Pune,2014,Rabi,Onion,50951.0,924965.2
Andhra Pradesh,Anantapur,1997,Whole Year,Banana,70686.6,2409271.2
West Bengal,Nadia,1999,Kharif,Rice,25355.2,61241.1
Andhra Pradesh,Krishna,2003,Rabi,Groundnut,17515.7,23206.1
Madhya Pradesh,Gwalior,1998,Rabi,Barley,43832.1,104929.5
Haryana,Hisar,2015,Rabi,Wheat,38267.6,123793.4
Rajasthan,Jaipur,2017,Rabi,Mustard,40886.9,72016.5
Madhya Pradesh,Jabalpur,2009,Kharif,Maize,46229.9,155541.2
Andhra Pradesh,Guntur,2005,Rabi,Sunflower,9282.9,8252.5
Rajasthan,Jaipur,2018,Rabi,Gram,87220.4,102453.0
Maharashtra,Kolhapur,1997,Rabi,Onion,54922.3,946556.1
Bihar,Muzaffarpur,2018,Winter,Rice,18857.8,57038.1
West Bengal,Murshidabad,2008,Autumn,Rice,8256.2,24177.2
Haryana,Rohtak,2016,Rabi,Mustard,57358.9,89520.2
Rajasthan,Jodhpur,2019,Rabi,Gram,122328.6,133728.5
Karnataka,Mysuru,2011,Kharif,Tobacco,47698.1,84680.0
Madhya Pradesh,Bhopal,1997,Kharif,Soybean,17243.5,17859.0
Andhra Pradesh,Krishna,2010,Kharif,Cotton,74584.9,36040.8
Andhra Pradesh,Chittoor,2000, Winter ,Rice,4860.0,15137.2
Tamil Nadu,Salem,2015,Rabi,Groundnut,10273.1,12713.3
Uttar Pradesh,Agra,2003,Autumn,Rice,5216.1,13570.7
Andhra Pradesh,Anantapur,2016,Kharif,Rice,10786.1,30002.0
Andhra Pradesh,Anantapur,2017,Kharif,Rice,16786.5,50089.9
Assam,Silchar,2015,Kharif,Jute,80723.9,213252.4
Rajasthan,Bikaner,2012,Rabi,Gram,50604.7,52408.2
Odisha,Sambalpur,2002,Winter,Rice,9105.7,20917.5
Bihar,Gaya,2016, Rabi ,Potato,58901.3,2123006.7
Gujarat,Ahmedabad,2010,Kharif,Bajra,15152.0,19774.5
Haryana,Rohtak,2004,Rabi,Wheat,35573.2,103919.9
Karnataka,Bengaluru Rural,2016,Rabi,Jowar,8647.5,8004.3
Andhra Pradesh,Krishna,2009,Kharif,Tobacco,55277.2,85792.0
Gujarat,Vadodara,2006,Kharif,Bajra,21151.9,28492.8
Haryana,Hisar,2001,Kharif,Bajra,86578.8,103448.2
Haryana,Panipat,2014, Rabi ,Mustard,100310.3,139493.6
Uttar Pradesh,Lucknow,1997,Rabi,Barley,83608.5,229169.3
Andhra Pradesh,Guntur,2020,Autumn,Rice,4088.8,15779.3
Maharashtra,Nagpur,2004,Kharif,Jowar,27336.0,24993.2
Andhra Pradesh,Guntur,2001,Autumn,Rice,4202.4,13711.2
Karnataka,Belagavi,2018,Whole Year,Sugarcane,89027.6,7300190.9
Assam,Silchar,2019, Winter ,Rice,16257.0,50165.0
Maharashtra,Nagpur,2017,Whole Year,Sugarcane,15570.8,1190565.3
Tamil Nadu,Coimbatore,2014,Autumn,Rice,2606.4,5995.1
Madhya Pradesh,Jabalpur,2000,Rabi,Gram,95347.1,107833.4
Karnataka,Ballari,2020,Kharif,Groundnut,14967.7,26918.1
Gujarat,Surat,2008,Whole Year,Banana,50977.1,2358689.8
Andhra Pradesh,Krishna,2007,Kharif,Maize,49434.0,167477.8
Odisha,Balasore,2018,Kharif,Rice,19604.8,64084.3
Andhra Pradesh,Krishna,2005,Winter,Rice,5503.8,12934.8
Maharashtra,Aurangabad,2004,Kharif,Tur,22005.7,17007.8
Gujarat,Vadodara,2020,Kharif,Tobacco,46606.5,79784.1
Odisha,Sambalpur,2001,Kharif,Rice,15801.0,45164.5
Gujarat,Rajkot,2013,Kharif,Cotton,26794.0,
Karnataka,Ballari,2010,Kharif,Jowar,10362.1,9686.8
Rajasthan,Kota,2009,Kharif,Soybean,34099.8,35500.2
Punjab,Amritsar,2015,Winter,Rice,7334.8,16645.4
Karnataka,Bengaluru Rural,2004,Kharif,Groundnut,15143.6,20728.3
Andhra Pradesh,Anantapur,2014,Kharif,Rice,8425.0,23378.7
Uttar Pradesh,Meerut,2011,Kharif,Rice,11008.5,32835.3
Tamil Nadu,Salem,2017,Whole Year,Coconut,75829.2,632268.6
West Bengal,Hooghly,2005,Winter,Rice,15684.0,48195.3
Odisha,Puri,2020,Winter,Rice,10376.9,32795.6
Rajasthan,Jaipur,2017,Rabi,Gram,105817.8,116717.7
West Bengal,Murshidabad,2016,Winter,Rice,17498.1,49800.2
Assam,Silchar,2013,Autumn,Rice,11525.1,24208.2
Andhra Pradesh,Chittoor,1997,Rabi,Maize,40626.4,116378.2
Andhra Pradesh,Anantapur,2009,Rabi,Groundnut,17455.3,17703.3
Madhya Pradesh,Jabalpur,2012,Rabi,Maize,41726.7,143905.5
West Bengal,Murshidabad,2014,Winter,Rice,20524.0,46996.5
Karnataka,Belagavi,2008,Kharif,Maize,22575.5,75538.5
Assam,Guwahati,2012,Winter,Rice,13016.7,37427.0
Rajasthan,Jaipur,2006,Rabi,Barley,21521.5,53142.1
Gujarat,Vadodara,2019,Kharif,Tobacco,46350.0,77128.1
Andhra Pradesh,Guntur,1997, Kharif ,Maize,31297.8,87816.9
West Bengal,Murshidabad,2006,Autumn,Rice,13577.0,46985.0
Karnataka,Belagavi,2020,Rabi,Groundnut,18294.6,30063.6
Odisha,Balasore,2008,Winter,Rice,18109.2,45502.0
Rajasthan,Jodhpur,2013,Rabi,Gram,85860.4,99802.0
Rajasthan,Jodhpur,2000,Kharif,Soybean,46222.2,56447.5
Uttar Pradesh,Kanpur,2001, Rabi ,Wheat,58788.0,214273.6
Madhya Pradesh,Indore,2013,Kharif,Soybean,38077.1,58153.6
Rajasthan,Jaipur,2001,Rabi,Gram,84731.9,93066.1
Rajasthan,Jodhpur,2018,Rabi,Barley,20359.8,45990.7
Odisha,Balasore,2000,Kharif,Rice,23077.3,64043.9
Gujarat,Surat,2001,Kharif,Bajra,11695.9,13094.7
Bihar,Gaya,2010,Rabi,Potato,78239.0,2004085.8
Rajasthan,Jaipur,2008,Rabi,Wheat,57039.0,201031.5
Andhra Pradesh,Guntur,2005,Kharif,Rice,15840.5,42559.3
West Bengal,Hooghly,1998,Kharif,Rice,31067.6,79471.1
Assam,Guwahati,2002,Kharif,Rice,24997.3,47772.1
Andhra Pradesh,Krishna,2015,Autumn,Rice,6006.5,14005.3
Andhra Pradesh,Guntur,2016, Winter ,Rice,8218.3,21858.6
Tamil Nadu,Madurai,2015,Whole Year,Sugarcane,26531.3,1294626.3
West Bengal,Nadia,2006,Kharif,Rice,26221.7,
Andhra Pradesh,Chittoor,2017,Kharif,Maize,40268.8,153469.6
Andhra Pradesh,Krishna,1999,Autumn,Rice,4420.1,10227.2
West Bengal,Murshidabad,2002,Rabi,Potato,46987.6,946946.1
Uttar Pradesh,Varanasi,2015,Rabi,Barley,64549.4,111688.3
Maharashtra,Nashik,2004,Whole Year,Banana,35562.3,749833.0
Tamil Nadu,Coimbatore,2008, Kharif ,Groundnut,9350.0,14277.5
Andhra Pradesh,Krishna,2000,Rabi,Maize,27160.1,84599.7
Madhya Pradesh,Jabalpur,2020,Rabi,Wheat,92280.5,414348.1
Madhya Pradesh,Bhopal,2004,Rabi,Jowar,27726.7,22215.9
Uttar Pradesh,Kanpur,1998,Kharif,Rice,12210.4,33737.3
Tamil Nadu,Thanjavur,2018,Winter,Rice,4484.1,12880.4
Karnataka,Mysuru,1998,Whole Year,Sugarcane,107144.3,7852901.8
West Bengal,Murshidabad,2004,Winter,Rice,19167.1,33830.2
Punjab,Patiala,2017,Kharif,Rice,18189.8,58329.8
Tamil Nadu,Thanjavur,2007,Kharif,Groundnut,9957.6,14269.1
Gujarat,Rajkot,2007,Kharif,Tobacco,63083.6,92360.3
Karnataka,Bengaluru Rural,2012,Rabi,Sunflower,41021.1,32381.2
Uttar Pradesh,Kanpur,2019,Rabi,Barley,56308.6,123107.6
Rajasthan,Bikaner,2013,Kharif,Soybean,65392.4,95860.8
Maharashtra,Aurangabad,2001,Kharif,Jowar,44335.2,48594.0
Madhya Pradesh,Indore,2002,Rabi,Jowar,27561.7,20837.6
Rajasthan,Jaipur,1997,Rabi,Wheat,61323.3,175082.9
Bihar,Muzaffarpur,1998,Winter,Rice,17701.7,39079.3
Andhra Pradesh,Krishna,2021,Whole Year,Banana,105406.5,4494027.5
Madhya Pradesh,Bhopal,2021,Rabi,Barley,24192.6,59438.8
Bihar,Muzaffarpur,2020,Winter,Rice,18543.6,58717.0
Andhra Pradesh,Chittoor,2002,Kharif,Groundnut,11072.3,9708.1
Karnataka,Ballari,2004,Rabi,Onion,23534.9,410155.2
Gujarat,Vadodara,2009,Kharif,Cotton,17513.8,7316.3
Odisha,Sambalpur,2001,Winter,Rice,10743.3,29260.3
Maharashtra,Aurangabad,1998,Whole Year,Sugarcane,21414.4,1386477.0
Odisha,Puri,2009,Kharif,Rice,23624.4,47748.2
Karnataka,Bengaluru Rural,2016,Rabi,Jowar,8647.5,8004.3
Madhya Pradesh,Indore,2004,Kharif,Maize,30267.4,75514.4
Karnataka,Belagavi,2006,Kharif,Sunflower,39243.6,32062.9
Andhra Pradesh,Guntur,2006,Kharif,Groundnut,19922.3,23965.5
Uttar Pradesh,Varanasi,1998,Rabi,Gram,24331.5,25695.8
Uttar Pradesh,Meerut,2004,Rabi,Gram,16111.6,14024.2
Tamil Nadu,Thanjavur,2018, Whole Year ,Sugarcane,18587.1,1274801.8
Bihar,Muzaffarpur,2014,Kharif,Rice,17908.5,42120.3
Bihar,Muzaffarpur,2004,Rabi,Maize,24689.7,60084.4
Karnataka,Ballari,2013,Rabi,Maize,26955.4,94545.7
Gujarat,Ahmedabad,1997,Kharif,Onion,6425.1,108008.9
Odisha,Balasore,2014, Winter ,Rice,9506.3,23963.8
Uttar Pradesh,Varanasi,2002,Kharif,Tur,41677.6,32329.9
Madhya Pradesh,Jabalpur,2008,Kharif,Soybean,21992.5,29172.5
Uttar Pradesh,Kanpur,2021,Autumn,Rice,5548.0,19488.2
Uttar Pradesh,Agra,2005, Autumn ,Rice,5715.6,13450.0
Madhya Pradesh,Indore,1998,Kharif,Soybean,20316.7,22733.0
Madhya Pradesh,Jabalpur,2011,Kharif,Soybean,32047.9,43654.7
Bihar,Gaya,2015,Autumn,Rice,9464.7,26335.7
Uttar Pradesh,Lucknow,2015,Kharif,Tur,42393.0,29987.1
West Bengal,Murshidabad,2016,Kharif,Jute,41013.3,106035.0
Tamil Nadu,Thanjavur,2020,Rabi,Groundnut,14745.9,22234.5
Punjab,Jalandhar,2017,Kharif,Cotton,107374.3,59923.1
Maharashtra,Kolhapur,2013,Rabi,Jowar,42781.6,35005.4
Assam,Dibrugarh,2017,Autumn,Rice,9879.8,32725.5
Karnataka,Belagavi,2011,Kharif,Jowar,11276.8,10815.8
Uttar Pradesh,Varanasi,2008,Rabi,Wheat,53333.6,204241.4
Madhya Pradesh,Jabalpur,2010,Kharif,Soybean,41876.2,52854.6
Odisha,Puri,2013,Winter,Rice,12167.0,33462.7
Punjab,Patiala,2020,Rabi,Wheat,57577.0,221077.3
Maharashtra,Nashik,2012, Kharif ,Tur,40124.7,38592.5
Uttar Pradesh,Kanpur,1997,Kharif,Bajra,45746.7,46426.7
Assam,Guwahati,2010,Autumn,Rice,10240.5,31115.6
Maharashtra,Nashik,2001,Whole Year,Banana,33340.6,1257510.1
Andhra Pradesh,Anantapur,2002,Kharif,Maize,41469.8,102138.5
Bihar,Muzaffarpur,2020,Winter,Rice,18543.6,58717.0
Uttar Pradesh,Meerut,2003,Rabi,Barley,63970.9,140990.3
Karnataka,Mysuru,2003,Kharif,Groundnut,14172.9,18943.7
Andhra Pradesh,Anantapur,1997,Kharif,Sunflower,10626.4,9864.5
Punjab,Jalandhar,2001,Rabi,Wheat,65804.0,226036.7
Karnataka,Mysuru,2008,Kharif,Tur,74369.3,75643.1
Gujarat,Vadodara,2003,Rabi,Onion,11105.3,219354.2
Bihar,Bhagalpur,2013,Winter,Rice,12586.5,29169.5
Gujarat,Ahmedabad,2001,Kharif,Tobacco,45584.4,68834.2
West Bengal,Nadia,2018,Kharif,Jute,33303.1,79949.6
Uttar Pradesh,Lucknow,2012,Rabi,Potato,23263.1,684881.8
Tamil Nadu,Coimbatore,2001,Winter,Rice,5273.9,16789.2
Uttar Pradesh,Varanasi,2008, Rabi ,Barley,54118.6,136005.1
Punjab,Jalandhar,2003,Kharif,Rice,10528.0,28969.9
Uttar Pradesh,Kanpur,2006,Autumn,Rice,5791.3,16060.4
Odisha,Sambalpur,1998,Kharif,Rice,13696.0,32086.7
Andhra Pradesh,Guntur,2009,Kharif,Cotton,,43518.7
Madhya Pradesh,Gwalior,2004,Kharif,Jowar,31575.2,26394.2
Karnataka,Mysuru,2009,Rabi,Sunflower,45912.2,26091.7
Punjab,Amritsar,2020,Kharif,Rice,13252.1,32804.8
Uttar Pradesh,Kanpur,1997,Kharif,Bajra,45746.7,46426.7
Haryana,Rohtak,1998,Kharif,Bajra,98876.8,105933.6
Maharashtra,Nagpur,2001,Kharif,Onion,45074.3,902666.3
Odisha,Sambalpur,1997,Kharif,Jute,43912.0,92857.3
Madhya Pradesh,Jabalpur,2020,Rabi,Gram,63001.9,65554.6
Andhra Pradesh,Krishna,2002,Kharif,Rice,13477.0,29667.6
Assam,Guwahati,1998,Kharif,Rice,29497.7,71262.0
Karnataka,Mysuru,2003,Kharif,Sunflower,38241.0,
Rajasthan,Kota,1999,Kharif,Soybean,42618.3,51465.2
Tamil Nadu,Thanjavur,2010,Kharif,Rice,6168.4,20357.5
Uttar Pradesh,Lucknow,2006,Kharif,Rice,15216.9,37420.9
Madhya Pradesh,Bhopal,1997,Rabi,Gram,87188.1,96545.6
Rajasthan,Kota,2012,Rabi,Mustard,44458.7,68003.6
Gujarat,Surat,2005,Rabi,Onion,10736.9,208374.9
Maharashtra,Pune,2021,Kharif,Cotton,98674.0,59852.2
Madhya Pradesh,Indore,2001,Kharif,Jowar,30706.8,32691.1
Rajasthan,Jodhpur,1997,Rabi,Gram,78654.0,69785.8
Rajasthan,Jodhpur,2000,Rabi,Mustard,41159.8,55825.4
Uttar Pradesh,Agra,2004,Kharif,Bajra,40864.2,33667.2
Andhra Pradesh,Chittoor,2003,Kharif,Tobacco,43731.2,75396.2
Tamil Nadu,Madurai,2014,Kharif,Groundnut,12516.1,16528.6
Maharashtra,Nashik,2006,Rabi,Onion,47244.6,849765.6
Gujarat,Vadodara,1999,Rabi,Onion,8588.5,136133.5
Assam,Guwahati,2017,Kharif,Rice,34325.3,102839.8
Madhya Pradesh,Indore,2003,Kharif,Maize,36406.0,121208.2
Rajasthan,Jodhpur,2007,Rabi,Wheat,45782.9,141998.6
Uttar Pradesh,Kanpur,2007,Kharif,Tur,42125.3,29747.2
Uttar Pradesh,Kanpur,2005,Rabi,Barley,49886.6,117419.0
Andhra Pradesh,Chittoor,1997,Kharif,Groundnut,19886.5,26579.6
Maharashtra,Nagpur,2003,Kharif,Onion,40659.8,
Karnataka,Ballari,2006,Rabi,Sunflower,39448.8,37872.4
Karnataka,Bengaluru Rural,2015, Rabi ,Jowar,8806.3,6241.3
Bihar,Bhagalpur,2017,Rabi,Maize,23628.4,91007.9
Andhra Pradesh,Guntur,2007,Kharif,Tobacco,47088.9,92777.2
Gujarat,Ahmedabad,2018,Kharif,Bajra,17418.2,21394.5
Maharashtra,Pune,2004,Whole Year,Sugarcane,15339.2,
Andhra Pradesh,Chittoor,1997,Winter,Rice,5569.7,14149.3
Assam,Silchar,2012,Autumn,Rice,9555.1,
Punjab,Amritsar,2002,Rabi,Wheat,38337.4,88409.6
Karnataka,Bengaluru Rural,2001,Whole Year,Coconut,82997.8,712629.7
Madhya Pradesh,Indore,2001,Kharif,Soybean,25138.6,31301.9
Rajasthan,Kota,2002,Rabi,Mustard,44618.7,52293.7
Maharashtra,Aurangabad,2010,Kharif,Cotton,124715.1,
West Bengal,Nadia,2003,Kharif,Jute,51420.3,124240.7
Karnataka,Bengaluru Rural,2011,Whole Year,Coconut,65239.1,
Maharashtra,Pune,2010,Rabi,Onion,58827.5,1214734.2
Madhya Pradesh,Gwalior,1998,Rabi,Gram,59934.3,60506.0
Karnataka,Belagavi,2018, Rabi ,Onion,31427.3,941839.5
Karnataka,Bengaluru Rural,2016,Rabi,Onion,35495.5,1065223.9
Madhya Pradesh,Jabalpur,2012,Rabi,Jowar,29392.3,28725.5
Andhra Pradesh,Krishna,2021,Kharif,Maize,52607.8,155731.9
Rajasthan,Jodhpur,2019,Rabi,Wheat,85389.1,362466.9
Uttar Pradesh,Lucknow,2016,Winter,Rice,10000.3,27483.8
Andhra Pradesh,Anantapur,2019,Whole Year,Banana,105944.0,5218087.7
Assam,Guwahati,2000,Autumn,Rice,17219.2,47753.8
Madhya Pradesh,Bhopal,2006,Rabi,Gram,75531.3,71407.6
Uttar Pradesh,Kanpur,2004,Winter,Rice,9827.4,24541.9
Assam,Guwahati,2014,Autumn,Rice,9395.2,23420.2
Madhya Pradesh,Jabalpur,2005,Rabi,Wheat,65638.1,211443.7
Tamil Nadu,Thanjavur,2012,Whole Year,Sugarcane,13357.6,1037596.2
Andhra Pradesh,Chittoor,2012,Autumn,Rice,3527.1,9257.3
Gujarat,Ahmedabad,2012,Rabi,Onion,12004.3,258786.2
West Bengal,Bardhaman,2008, Kharif ,Rice,20903.6,69184.3
Uttar Pradesh,Lucknow,1999,Winter,Rice,11704.2,24304.1
West Bengal,Murshidabad,2002,Kharif,Jute,43767.2,89746.9
Punjab,Jalandhar,1998,Kharif,Rice,11448.2,30824.3
Bihar,Muzaffarpur,2010,Kharif,Rice,28991.4,86084.4
Karnataka,Mysuru,2004,Kharif,Sunflower,47675.6,31672.9
Madhya Pradesh,Bhopal,1999,Kharif,Maize,26537.1,97674.8
Maharashtra,Nagpur,2006,Kharif,Tur,27965.8,21593.7
Odisha,Balasore,2021,Winter,Rice,14308.6,44543.8
Uttar Pradesh,Lucknow,2009,Rabi,Barley,71535.1,164495.4
Uttar Pradesh,Kanpur,2002, Kharif ,Rice,14535.0,28587.7
Punjab,Patiala,2011,Kharif,Cotton,87120.7,45593.0
Bihar,Muzaffarpur,1998,Rabi,Maize,26472.4,61663.9
Madhya Pradesh,Gwalior,2007,Rabi,Barley,34437.4,74379.2
Gujarat,Vadodara,2015, Kharif ,Cotton,18447.3,8577.6
Bihar,Patna,2021,Kharif,Maize,38880.1,156554.5
West Bengal,Hooghly,1998, Rabi ,Potato,39240.1,859395.6
Gujarat,Ahmedabad,2010,Kharif,Groundnut,38389.7,41204.7
Madhya Pradesh,Bhopal,2021,Rabi,Gram,76289.2,
Andhra Pradesh,Guntur,2019,Rabi,Sunflower,8766.7,5953.5
Haryana,Rohtak,2003,Rabi,Mustard,80992.2,107976.9
Gujarat,Rajkot,2012,Rabi,Groundnut,32936.5,46936.4
Maharashtra,Pune,2008, Rabi ,Onion,68773.7,1430557.4
Tamil Nadu,Thanjavur,2006,Whole Year,Sugarcane,21283.2,1605561.1
Maharashtra,Aurangabad,2007,Rabi,Onion,36477.7,788338.2
Karnataka,Ballari,2017,Kharif,Tobacco,44515.7,66208.1
Karnataka,Ballari,1998,Rabi,Onion,19723.2,315976.1
Punjab,Jalandhar,2003,Kharif,Cotton,114138.2,59664.9
Maharashtra,Aurangabad,2021,Kharif,Onion,52300.2,1438810.5
Andhra Pradesh,Krishna,2014,Autumn,Rice,3361.1,8987.8
Gujarat,Vadodara,2009,Kharif,Bajra,13764.3,14240.3
Odisha,Cuttack,2019,Autumn,Rice,6369.5,17698.1
Uttar Pradesh,Lucknow,1997,Autumn,Rice,4155.5,11105.8
Punjab,Patiala,2017,Kharif,Rice,18189.8,58329.8
Bihar,Bhagalpur,2001,Kharif,Maize,24684.7,78039.1
Madhya Pradesh,Indore,2014,Rabi,Maize,32263.4,83773.9
Uttar Pradesh,Agra,2007,Kharif,Bajra,35966.5,45555.8
West Bengal,Nadia,2021,Kharif,Jute,46748.3,104930.9
Andhra Pradesh,Krishna,2013,Kharif,Rice,13246.3,37403.0
Uttar Pradesh,Meerut,2019,Winter,Rice,9085.7,28802.8
Odisha,Sambalpur,2006,Autumn,Rice,9338.1,
Gujarat,Vadodara,2010,Whole Year,Banana,62529.7,2428591.8
Karnataka,Mysuru,2011,Rabi,Maize,18485.3,68269.4
Bihar,Patna,2008,Kharif,Maize,24826.1,74982.2
Maharashtra,Kolhapur,1997,Kharif,Cotton,60119.5,27137.8
Andhra Pradesh,Krishna,2007,Kharif,Sunflower,10431.1,8860.7
Tamil Nadu,Thanjavur,2007,Whole Year,Coconut,56485.1,588159.8
Tamil Nadu,Thanjavur,2006,Kharif,Rice,7263.8,22801.5
Maharashtra,Nashik,2000,Whole Year,Sugarcane,16367.5,1032294.8
Karnataka,Bengaluru Rural,2012,Kharif,Groundnut,11210.5,19965.1
Uttar Pradesh,Kanpur,2000,Kharif,Tur,31903.4,26787.1
Karnataka,Mysuru,2020,Kharif,Jowar,11238.0,10174.0
Karnataka,Bengaluru Rural,2000,Kharif,Sunflower,47204.3,37310.9
Andhra Pradesh,Anantapur,2005,Kharif,Sunflower,9974.5,8456.1
Punjab,Ludhiana,2006,Kharif,Rice,13496.1,37759.2
Maharashtra,Kolhapur,2016,Kharif,Jowar,27658.7,27734.8
Assam,Silchar,2008,Kharif,Rice,24546.7,74600.9
Gujarat,Surat,2002,Kharif,Bajra,18863.6,20200.3
Tamil Nadu,Madurai,2011,Autumn,Rice,4133.8,9969.5
Madhya Pradesh,Bhopal,2012,Rabi,Barley,30720.5,61366.3
Bihar,Muzaffarpur,2012,Rabi,Potato,93281.7,2748455.4
Odisha,Balasore,2020,Autumn,Rice,9549.3,29935.4
Bihar,Gaya,2021,Rabi,Potato,58831.8,2102887.1
Maharashtra,Nagpur,2016,Rabi,Onion,73287.7,2224380.0
Tamil Nadu,Thanjavur,2012,Kharif,Groundnut,11030.5,17222.7
Punjab,Ludhiana,2007,Kharif,Rice,8540.0,26795.9
Bihar,Bhagalpur,1997,Autumn,Rice,,21837.5
Gujarat,Vadodara,2015,Whole Year,Banana,60598.8,2318070.5
Madhya Pradesh,Jabalpur,2020, Rabi ,Barley,37175.3,78586.5
Uttar Pradesh,Varanasi,2018,Rabi,Barley,50519.8,120165.3
Karnataka,Ballari,2006,Whole Year,Coconut,47100.1,497623.6
Uttar Pradesh,Varanasi,2004,Rabi,Potato,19348.5,451115.4
Uttar Pradesh,Varanasi,2020,Whole Year,Sugarcane,92254.4,6784631.6
Bihar,Bhagalpur,2017,Kharif,Rice,19612.5,59214.1
Karnataka,Belagavi,2018,Rabi,Groundnut,10978.9,18544.2
Rajasthan,Kota,2005,Rabi,Wheat,69793.5,180939.8
Gujarat,Rajkot,2015, Kharif ,Onion,13800.3,262905.8
Tamil Nadu,Coimbatore,2012,Rabi,Groundnut,7302.3,11072.4
Tamil Nadu,Salem,2001,Rabi,Groundnut,10419.3,15266.0
Rajasthan,Jodhpur,2020,Kharif,Bajra,51216.1,61134.8
West Bengal,Hooghly,2011,Kharif,Jute,27905.1,68949.0
Andhra Pradesh,Chittoor,2004,Rabi,Sunflower,14159.0,10505.8
Gujarat,Surat,2008,Kharif,Bajra,18980.0,21325.2
Andhra Pradesh,Anantapur,2021,Kharif,Tobacco,49095.5,95081.8
Kerala,Kottayam,2004,Whole Year,Coconut,85402.1,474665.1
Uttar Pradesh,Agra,2018,Rabi,Wheat,90930.5,372530.0
Madhya Pradesh,Jabalpur,2000,Kharif,Jowar,22547.4,19598.5
Rajasthan,Jaipur,1999, Kharif ,Bajra,69793.3,91445.7
Haryana,Rohtak,2021,Rabi,Mustard,72982.3,123453.7
Andhra Pradesh,Krishna,2019,Autumn,Rice,5892.0,20847.5
Haryana,Hisar,2010, Rabi ,Wheat,32288.5,117879.9
Karnataka,Bengaluru Rural,2021,Rabi,Maize,27891.2,106347.7
Assam,Guwahati,2013,Kharif,Rice,31164.6,92542.6
Uttar Pradesh,Varanasi,2015,Rabi,Barley,64549.4,111688.3
Madhya Pradesh,Gwalior,2008,Rabi,Jowar,33496.9,36941.9
Uttar Pradesh,Agra,2021,Rabi,Barley,49400.5,117729.2
Punjab,Patiala,2018,Kharif,Cotton,91626.0,55449.7
Kerala,Palakkad,2018,Whole Year,Coconut,102809.3,1091937.7
Andhra Pradesh,Krishna,2015,Kharif,Sunflower,11000.1,7364.5
Andhra Pradesh,Krishna,2004, Kharif ,Sunflower,12883.7,9686.7
West Bengal,Bardhaman,2018,Autumn,Rice,9663.9,30665.6
Uttar Pradesh,Varanasi,1997,Rabi,Gram,19873.1,21390.1
Punjab,Jalandhar,2016,Kharif,Rice,15287.1,45992.2
Punjab,Patiala,2008,Kharif,Rice,10435.8,30814.7
Uttar Pradesh,Lucknow,2013,Rabi,Wheat,86465.3,323182.3
Rajasthan,Bikaner,2018,Rabi,Mustard,57219.0,97031.0
Haryana,Panipat,2018,Rabi,Mustard,89155.9,155246.8
Karnataka,Bengaluru Rural,1997,Kharif,Maize,30233.8,95786.0
Andhra Pradesh,Krishna,2014,Kharif,Tobacco,54542.7,96590.3
Madhya Pradesh,Indore,1999,Rabi,Wheat,59253.2,247208.5
Tamil Nadu,Coimbatore,2013,Whole Year,Coconut,59800.0,610281.1
Maharashtra,Pune,1999,Kharif,Soybean,91571.5,109879.5
Gujarat,Ahmedabad,1999,Kharif,Bajra,11026.3,16199.5
Uttar Pradesh,Lucknow,2015,Autumn,Rice,9209.0,18826.2
Gujarat,Rajkot,1999,Kharif,Onion,7453.2,141071.2
Maharashtra,Nagpur,2002,Rabi,Jowar,46315.9,43199.7
Andhra Pradesh,Anantapur,2016,Kharif,Groundnut,13745.9,24012.8
Tamil Nadu,Salem,2002,Autumn,Rice,4302.2,9704.2
Haryana,Hisar,1997,Rabi,Mustard,82499.0,96583.6
Madhya Pradesh,Bhopal,2020,Rabi,Maize,40487.3,170468.3
Karnataka,Ballari,2002,Rabi,Groundnut,12966.8,14889.0
Andhra Pradesh,Chittoor,2003,Kharif,Maize,31035.0,93304.0
Andhra Pradesh,Guntur,2003,Rabi,Maize,36888.8,128445.3
Andhra Pradesh,Guntur,2002,Whole Year,Banana,86570.0,2444506.4
Bihar,Bhagalpur,2013,Kharif,Rice,23347.3,59026.9
Rajasthan,Bikaner,2011,Rabi,Wheat,53318.9,224919.5
Karnataka,Mysuru,2009,Kharif,Tobacco,41548.2,64150.5
Maharashtra,Nagpur,2003,Kharif,Cotton,105612.3,44759.4
West Bengal,Nadia,1997,Kharif,Jute,44348.3,101174.2
Andhra Pradesh,Guntur,2018, Autumn ,Rice,4420.4,12883.3
Punjab,Jalandhar,2019,Kharif,Cotton,85253.8,53275.1
Tamil Nadu,Madurai,2020,Whole Year,Banana,46373.5,2245577.6
Rajasthan,Bikaner,2021,Rabi,Gram,78342.5,95591.9
Tamil Nadu,Thanjavur,2012,Kharif,Rice,6628.1,20203.8
Bihar,Muzaffarpur,2009,Rabi,Maize,26779.4,80115.2
Uttar Pradesh,Meerut,2014,Rabi,Wheat,96987.6,304206.4
Uttar Pradesh,Meerut,1997,Rabi,Wheat,74915.5,250805.5
West Bengal,Hooghly,2013,Kharif,Rice,30439.2,91036.8
Andhra Pradesh,Krishna,2008,Autumn,Rice,3597.5,10134.3
Gujarat,Surat,2017,Kharif,Onion,16090.9,426348.1
Karnataka,Bengaluru Rural,1998,Kharif,Tur,75799.5,57958.6
Andhra Pradesh,Chittoor,2017,Kharif,Sunflower,9714.3,9575.6
