State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,Yield,Decade
Andhra Pradesh,Krishna,2012,Rabi,Groundnut,22552.8,31561.9,1.399,2010
Maharashtra,Nagpur,1997,Rabi,Jowar,33242.7,31150.6,0.937,1990
Uttar Pradesh,Varanasi,2007,Rabi,Wheat,83427.3,337084.5,4.04,2000
Bihar,Bhagalpur,1999,Winter,Rice,17078.0,42022.9,2.461,1990
Kerala,Kottayam,1998,Whole Year,Coconut,77899.5,711268.0,9.131,1990
Karnataka,Mysuru,2012,Kharif,Maize,31995.6,116278.8,3.634,2010
Uttar Pradesh,Lucknow,1999,Kharif,Rice,13054.0,29230.4,2.239,1990
Bihar,Patna,2001,Kharif,Rice,22698.3,67399.7,2.969,2000
Assam,Silchar,2005,Kharif,Rice,29327.2,91315.3,3.114,2000
Bihar,Bhagalpur,2005,Rabi,Maize,31075.5,102601.9,3.302,2000
Andhra Pradesh,Anantapur,1999,Winter,Rice,5167.4,12536.7,2.426,1990
Tamil Nadu,Salem,1999,Rabi,Groundnut,10394.5,11744.5,1.13,1990
Andhra Pradesh,Anantapur,2018,Kharif,Rice,13281.2,47438.3,3.572,2010
Assam,Silchar,2015,Kharif,Rice,35662.2,78808.1,2.21,2010
Maharashtra,Aurangabad,1998,Rabi,Onion,39008.1,710224.2,18.207,1990
Madhya Pradesh,Bhopal,2003,Rabi,Wheat,84553.8,272905.0,3.228,2000
Tamil Nadu,Coimbatore,2021,Whole Year,Banana,49364.0,2405732.4,48.735,2020
West Bengal,Bardhaman,2008,Kharif,Rice,20903.6,69184.3,3.31,2000
Bihar,Bhagalpur,2016,Kharif,Rice,31701.5,99656.6,3.144,2010
Tamil Nadu,Madurai,2008,Whole Year,Sugarcane,17904.2,1167990.2,65.236,2000
Assam,Silchar,2004,Kharif,Jute,70105.5,135878.5,1.938,2000
Uttar Pradesh,Lucknow,2018,Whole Year,Sugarcane,100743.4,7312523.1,72.586,2010
Maharashtra,Kolhapur,2012,Kharif,Jowar,29972.8,28521.0,0.952,2010
Karnataka,Bengaluru Rural,2012,Kharif,Tur,70107.1,61125.6,0.872,2010
Rajasthan,Bikaner,2001,Kharif,Soybean,52886.1,60523.7,1.144,2000
West Bengal,Murshidabad,2012,Kharif,Jute,45225.9,105089.1,2.324,2010
Tamil Nadu,Thanjavur,2009,Winter,Rice,3690.0,9246.6,2.506,2000
Tamil Nadu,Madurai,2002,Whole Year,Coconut,53089.0,347769.7,6.551,2000
Uttar Pradesh,Kanpur,2019,Rabi,Potato,33610.9,867963.7,25.824,2010
Madhya Pradesh,Jabalpur,2005,Kharif,Jowar,27845.7,28894.2,1.038,2000
Assam,Dibrugarh,2001,Kharif,Jute,72526.2,158301.6,2.183,2000
Madhya Pradesh,Gwalior,2004,Kharif,Soybean,30614.6,26989.1,0.882,2000
Rajasthan,Kota,2011,Kharif,Bajra,74273.9,122243.1,1.646,2010
Odisha,Sambalpur,2003,Kharif,Jute,54927.2,147613.0,2.687,2000
Uttar Pradesh,Kanpur,2000,Kharif,Tur,31903.4,26787.1,0.84,2000
Karnataka,Bengaluru Rural,2012,Rabi,Groundnut,11432.4,16489.4,1.442,2010
Madhya Pradesh,Gwalior,2015,Rabi,Maize,24873.5,79432.6,3.193,2010
Maharashtra,Nagpur,2005,Kharif,Onion,57986.4,1056838.2,18.226,2000
Uttar Pradesh,Agra,1998,Kharif,Tur,22867.6,18996.8,0.831,1990
Andhra Pradesh,Krishna,2014,Winter,Rice,8341.6,24723.8,2.964,2010
Gujarat,Vadodara,2006,Kharif,Cotton,13433.8,6353.6,0.473,2000
Rajasthan,Jodhpur,2016,Rabi,Mustard,36678.3,69119.3,1.884,2010
Karnataka,Bengaluru Rural,2000,Kharif,Maize,23390.1,65473.4,2.799,2000
Rajasthan,Bikaner,1999,Rabi,Wheat,80502.1,267918.9,3.328,1990
Bihar,Bhagalpur,2006,Kharif,Rice,19426.6,43421.3,2.235,2000
Kerala,Palakkad,2000,Whole Year,Coconut,86131.8,785454.0000261598,9.119,2000
Karnataka,Belagavi,2002,Kharif,Sunflower,29867.2,22120.4,0.741,2000
Tamil Nadu,Madurai,2000,Autumn,Rice,3763.7,10247.0,2.723,2000
Bihar,Gaya,2016,Rabi,Potato,58901.3,2123006.7,36.043,2010
Maharashtra,Pune,2005,Kharif,Cotton,75326.1,42641.1,0.566,2000
Andhra Pradesh,Krishna,2018,Rabi,Groundnut,16804.4,32239.8,1.919,2010
Andhra Pradesh,Anantapur,2021,Kharif,Groundnut,17350.3,29883.8,1.722,2020
Tamil Nadu,Thanjavur,2001,Kharif,Rice,8278.0,22340.6,2.699,2000
Karnataka,Belagavi,2009,Kharif,Groundnut,11514.2,13999.0,1.216,2000
Gujarat,Rajkot,2010,Rabi,Groundnut,28284.5,41196.4,1.457,2010
Tamil Nadu,Madurai,2008,Winter,Rice,4034.1,11581.9,2.871,2000
Assam,Guwahati,2021,Kharif,Jute,113544.2,281014.0,2.475,2020
Madhya Pradesh,Jabalpur,2018,Rabi,Jowar,26526.1,25185.0,0.949,2010
Tamil Nadu,Madurai,2004,Whole Year,Sugarcane,23924.3,1031573.5,43.118,2000
Maharashtra,Kolhapur,2010,Whole Year,Banana,37114.1,1497406.0,40.346,2010
Madhya Pradesh,Bhopal,2019,Rabi,Jowar,20094.7,16132.3,0.803,2010
Andhra Pradesh,Anantapur,2019,Winter,Rice,7708.0,22517.7,2.921,2010
Andhra Pradesh,Krishna,2004,Kharif,Cotton,87594.9,37231.1,0.425,2000
Bihar,Gaya,2011,Autumn,Rice,11663.6,37937.0,3.253,2010
Uttar Pradesh,Meerut,2001,Rabi,Mustard,23851.9,39810.4,1.669,2000
Maharashtra,Nagpur,2001,Rabi,Onion,53811.5,1144374.3300671421,21.266,2000
Andhra Pradesh,Krishna,2008,Kharif,Rice,14378.8,39799.4,2.768,2000
Maharashtra,Aurangabad,2011,Whole Year,Banana,44316.9,1806294.5,40.759,2010
Bihar,Patna,2003,Rabi,Maize,29562.3,95657.05002603536,3.236,2000
Maharashtra,Nagpur,2000,Whole Year,Banana,32777.6,1061788.9,32.394,2000
Odisha,Balasore,1998,Winter,Rice,11631.3,27830.6,2.393,1990
Karnataka,Ballari,2002,Kharif,Tur,97139.8,75678.3,0.779,2000
Gujarat,Rajkot,2000,Whole Year,Banana,44831.4,1820500.0,40.608,2000
Karnataka,Ballari,2012,Kharif,Tobacco,51067.0,73351.7,1.436,2010
Madhya Pradesh,Jabalpur,2014,Rabi,Gram,61684.9,53599.4,0.869,2010
West Bengal,Nadia,1999,Kharif,Rice,25355.2,61241.1,2.415,1990
Uttar Pradesh,Kanpur,2002,Rabi,Barley,68861.0,133092.4,1.933,2000
Uttar Pradesh,Meerut,1997,Rabi,Wheat,74915.5,250805.5,3.348,1990
Maharashtra,Aurangabad,2006,Whole Year,Banana,27656.1,1152030.4,41.656,2000
Tamil Nadu,Coimbatore,2016,Kharif,Rice,7904.8,20975.4,2.654,2010
Gujarat,Rajkot,2011,Kharif,Bajra,21137.8,27035.8,1.279,2010
Tamil Nadu,Coimbatore,2015,Autumn,Rice,2384.3,6161.7,2.584,2010
Punjab,Patiala,1999,Kharif,Cotton,87118.0,40222.1,0.462,1990
Andhra Pradesh,Chittoor,2000,Kharif,Maize,35046.4,118805.7,3.39,2000
West Bengal,Bardhaman,2019,Winter,Rice,26183.4,71413.2,2.727,2010
Punjab,Ludhiana,2005,Kharif,Rice,12959.3,34446.5,2.658,2000
Gujarat,Vadodara,2018,Whole Year,Banana,98142.0,4345681.4,44.28,2010
Karnataka,Ballari,1997,Whole Year,Coconut,61657.1,594186.0,9.637,1990
Uttar Pradesh,Varanasi,2014,Kharif,Bajra,34641.5,44600.6,1.287,2010
Punjab,Jalandhar,2016,Rabi,Wheat,75948.3,257146.9,3.386,2010
West Bengal,Murshidabad,2014,Rabi,Potato,60437.5,1528421.3,25.289,2010
Gujarat,Vadodara,2012,Kharif,Tobacco,58027.8,101342.7,1.746,2010
Madhya Pradesh,Gwalior,2001,Rabi,Jowar,19213.0,16478.8,0.858,2000
Karnataka,Ballari,2021,Rabi,Sunflower,35050.0,20865.2,0.595,2020
Karnataka,Ballari,2015,Rabi,Sunflower,47840.9,33886.1,0.708,2010
Gujarat,Ahmedabad,1999,Rabi,Groundnut,39882.3,56922.2,1.427,1990
Uttar Pradesh,Kanpur,2021,Kharif,Tur,37066.5,32336.2,0.872,2020
Gujarat,Vadodara,2003,Rabi,Groundnut,28644.7,36859.8,1.287,2000
Uttar Pradesh,Kanpur,2004,Rabi,Mustard,18315.0,19738.2,1.078,2000
Karnataka,Bengaluru Rural,2017,Kharif,Maize,42967.7,135100.6,3.144,2010
Uttar Pradesh,Meerut,1997,Rabi,Potato,24233.8,505513.3,20.86,1990
West Bengal,Bardhaman,2020,Winter,Rice,20534.0,59784.3,2.911,2020
Uttar Pradesh,Lucknow,2015,Rabi,Gram,22372.6,21666.1,0.968,2010
Maharashtra,Nagpur,2001,Kharif,Tur,39078.8,32195.1,0.824,2000
Tamil Nadu,Coimbatore,2015,Kharif,Groundnut,7369.4,10167.2,1.38,2010
Bihar,Patna,2013,Autumn,Rice,11127.4,29606.9,2.661,2010
Punjab,Jalandhar,2019,Kharif,Cotton,85253.8,53275.1,0.625,2010
Andhra Pradesh,Guntur,2004,Kharif,Rice,11037.4,24348.3,2.206,2000
West Bengal,Hooghly,2009,Kharif,Rice,31468.9,84598.5,2.688,2000
Assam,Dibrugarh,2018,Kharif,Rice,22244.4,69623.6,3.13,2010
Gujarat,Surat,2013,Kharif,Groundnut,28058.5,39488.0,1.407,2010
Haryana,Rohtak,2019,Rabi,Mustard,52872.0,85986.2,1.626,2010
West Bengal,Nadia,2017,Autumn,Rice,10705.0,32681.2,3.053,2010
Haryana,Rohtak,2000,Rabi,Wheat,29485.5,97016.8,3.29,2000
Haryana,Karnal,1997,Kharif,Bajra,68764.4,81033.5,1.178,1990
Maharashtra,Nashik,1998,Kharif,Jowar,31399.3,37880.6,1.206,1990
Gujarat,Surat,2019,Kharif,Cotton,22368.3,11493.5,0.514,2010
West Bengal,Bardhaman,2003,Rabi,Potato,32184.6,646549.8,20.089,2000
Uttar Pradesh,Varanasi,2002,Whole Year,Sugarcane,108328.9,6647131.6,61.361,2000
Tamil Nadu,Madurai,2020,Autumn,Rice,3104.4,11048.0,3.559,2020
Haryana,Rohtak,1999,Kharif,Bajra,107304.2,117733.5,1.097,1990
Madhya Pradesh,Jabalpur,2016,Rabi,Gram,81139.3,89097.5,1.098,2010
West Bengal,Nadia,2010,Rabi,Potato,35152.4,734182.1,20.886,2010
Tamil Nadu,Thanjavur,2007,Whole Year,Coconut,56485.1,588159.8,10.413,2000
Uttar Pradesh,Meerut,2003,Rabi,Wheat,64368.4,227046.6,3.527,2000
Uttar Pradesh,Lucknow,2015,Rabi,Mustard,30426.3,43105.0,1.417,2010
Andhra Pradesh,Chittoor,2008,Rabi,Groundnut,18941.3,27647.1,1.46,2000
Tamil Nadu,Madurai,2009,Kharif,Groundnut,6924.3,9905.0,1.43,2000
West Bengal,Hooghly,2009,Winter,Rice,13551.3,39657.0,2.926,2000
Karnataka,Mysuru,2008,Whole Year,Sugarcane,92562.5,6449208.7,69.674,2000
Haryana,Rohtak,2019,Kharif,Bajra,65754.7,84388.9,1.283,2010
Gujarat,Rajkot,2014,Kharif,Groundnut,25967.4,30853.4,1.188,2010
Tamil Nadu,Coimbatore,2021,Kharif,Rice,6371.4,21185.9,3.325,2020
Bihar,Gaya,2019,Winter,Rice,20051.9,64860.6,3.235,2010
Punjab,Patiala,2016,Kharif,Cotton,123154.2,62592.8,0.508,2010
Uttar Pradesh,Lucknow,2008,Winter,Rice,8240.2,24222.3,2.94,2000
Madhya Pradesh,Indore,1999,Rabi,Maize,39353.7,113230.5,2.877,1990
Gujarat,Vadodara,2016,Kharif,Tobacco,57630.0,114396.6,1.985,2010
Uttar Pradesh,Meerut,2003,Rabi,Potato,29969.6,728318.4,24.302,2000
Andhra Pradesh,Krishna,2012,Winter,Rice,8046.5,26590.0,3.305,2010
Tamil Nadu,Thanjavur,2002,Winter,Rice,4401.7,10173.1,2.311,2000
Andhra Pradesh,Anantapur,2000,Kharif,Sunflower,13380.1,11606.7,0.867,2000
West Bengal,Nadia,2010,Winter,Rice,13393.9,34668.2,2.588,2010
Assam,Silchar,1998,Winter,Rice,22193.5,53890.1,2.428,1990
Rajasthan,Jodhpur,2014,Rabi,Barley,19754.6,46656.8,2.362,2010
Andhra Pradesh,Krishna,2003,Winter,Rice,6447.0,15333.2,2.378,2000
Gujarat,Rajkot,2000,Kharif,Cotton,16185.7,7804.3,0.482,2000
Bihar,Gaya,2004,Winter,Rice,12199.1,27142.8,2.225,2000
Haryana,Rohtak,2012,Kharif,Bajra,71031.5,90528.5,1.274,2010
Karnataka,Ballari,2006,Rabi,Onion,22021.4,441119.3,20.031,2000
Tamil Nadu,Madurai,2007,Rabi,Groundnut,7204.9,10795.2,1.498,2000
Rajasthan,Kota,1997,Rabi,Barley,25504.1,62980.3,2.469,1990
Punjab,Ludhiana,1997,Winter,Rice,9987.7,23611.3,2.364,1990
Gujarat,Ahmedabad,2001,Whole Year,Banana,64474.6,1999288.9,31.009,2000
Gujarat,Ahmedabad,1997,Kharif,Cotton,21087.8,8434.3,0.4,1990
Maharashtra,Pune,2014,Rabi,Onion,50951.0,924965.2,18.154,2010
Andhra Pradesh,Anantapur,1997,Whole Year,Banana,70686.6,2409271.2,34.084,1990
Andhra Pradesh,Krishna,2003,Rabi,Groundnut,17515.7,23206.1,1.325,2000
Madhya Pradesh,Gwalior,1998,Rabi,Barley,43832.1,104929.5,2.394,1990
Haryana,Hisar,2015,Rabi,Wheat,38267.6,123793.4,3.235,2010
Rajasthan,Jaipur,2017,Rabi,Mustard,40886.9,72016.5,1.761,2010
Madhya Pradesh,Jabalpur,2009,Kharif,Maize,46229.9,155541.2,3.365,2000
Andhra Pradesh,Guntur,2005,Rabi,Sunflower,9282.9,8252.5,0.889,2000
Rajasthan,Jaipur,2018,Rabi,Gram,87220.4,102453.0,1.175,2010
Maharashtra,Kolhapur,1997,Rabi,Onion,54922.3,946556.1,17.234,1990
Bihar,Muzaffarpur,2018,Winter,Rice,18857.8,57038.1,3.025,2010
West Bengal,Murshidabad,2008,Autumn,Rice,8256.2,24177.2,2.928,2000
Haryana,Rohtak,2016,Rabi,Mustard,57358.9,89520.2,1.561,2010
Rajasthan,Jodhpur,2019,Rabi,Gram,122328.6,133728.5,1.093,2010
Karnataka,Mysuru,2011,Kharif,Tobacco,47698.1,84680.0,1.775,2010
Madhya Pradesh,Bhopal,1997,Kharif,Soybean,17243.5,17859.0,1.036,1990
Andhra Pradesh,Krishna,2010,Kharif,Cotton,74584.9,36040.8,0.483,2010
Andhra Pradesh,Chittoor,2000,Winter,Rice,4860.0,15137.2,3.115,2000
Tamil Nadu,Salem,2015,Rabi,Groundnut,10273.1,12713.3,1.238,2010
Uttar Pradesh,Agra,2003,Autumn,Rice,5216.1,13570.7,2.602,2000
Andhra Pradesh,Anantapur,2016,Kharif,Rice,10786.1,30002.0,2.782,2010
Andhra Pradesh,Anantapur,2017,Kharif,Rice,16786.5,50089.9,2.984,2010
Assam,Silchar,2015,Kharif,Jute,80723.9,213252.4,2.642,2010
Rajasthan,Bikaner,2012,Rabi,Gram,50604.7,52408.2,1.036,2010
Odisha,Sambalpur,2002,Winter,Rice,9105.7,20917.5,2.297,2000
Gujarat,Ahmedabad,2010,Kharif,Bajra,15152.0,19774.5,1.305,2010
Haryana,Rohtak,2004,Rabi,Wheat,35573.2,103919.9,2.921,2000
Karnataka,Bengaluru Rural,2016,Rabi,Jowar,8647.5,8004.3,0.926,2010
Andhra Pradesh,Krishna,2009,Kharif,Tobacco,55277.2,85792.0,1.552,2000
Gujarat,Vadodara,2006,Kharif,Bajra,21151.9,28492.8,1.347,2000
Haryana,Hisar,2001,Kharif,Bajra,86578.8,103448.2,1.195,2000
Haryana,Panipat,2014,Rabi,Mustard,100310.3,139493.6,1.391,2010
Uttar Pradesh,Lucknow,1997,Rabi,Barley,83608.5,229169.3,2.741,1990
Andhra Pradesh,Guntur,2020,Autumn,Rice,4088.8,15779.3,3.859,2020
Maharashtra,Nagpur,2004,Kharif,Jowar,27336.0,24993.2,0.914,2000
Andhra Pradesh,Guntur,2001,Autumn,Rice,4202.4,13711.2,3.263,2000
Karnataka,Belagavi,2018,Whole Year,Sugarcane,89027.6,7300190.9,81.999,2010
Assam,Silchar,2019,Winter,Rice,16257.0,50165.0,3.086,2010
Maharashtra,Nagpur,2017,Whole Year,Sugarcane,15570.8,1190565.3,76.461,2010
Tamil Nadu,Coimbatore,2014,Autumn,Rice,2606.4,5995.1,2.3,2010
Madhya Pradesh,Jabalpur,2000,Rabi,Gram,95347.1,107833.4,1.131,2000
Gujarat,Surat,2008,Whole Year,Banana,50977.1,2358689.8,46.27,2000
Odisha,Balasore,2018,Kharif,Rice,19604.8,64084.3,3.269,2010
Andhra Pradesh,Krishna,2005,Winter,Rice,5503.8,12934.8,2.35,2000
Maharashtra,Aurangabad,2004,Kharif,Tur,22005.7,17007.8,0.773,2000
Gujarat,Vadodara,2020,Kharif,Tobacco,46606.5,79784.1,1.712,2020
Odisha,Sambalpur,2001,Kharif,Rice,15801.0,45164.5,2.858,2000
Gujarat,Rajkot,2013,Kharif,Cotton,26794.0,13593.169007910106,0.507,2010
Karnataka,Ballari,2010,Kharif,Jowar,10362.1,9686.8,0.935,2010
Rajasthan,Kota,2009,Kharif,Soybean,34099.8,35500.2,1.041,2000
Punjab,Amritsar,2015,Winter,Rice,7334.8,16645.4,2.269,2010
Karnataka,Bengaluru Rural,2004,Kharif,Groundnut,15143.6,20728.3,1.369,2000
Andhra Pradesh,Anantapur,2014,Kharif,Rice,8425.0,23378.7,2.775,2010
Uttar Pradesh,Meerut,2011,Kharif,Rice,11008.5,32835.3,2.983,2010
Tamil Nadu,Salem,2017,Whole Year,Coconut,75829.2,632268.6,8.338,2010
West Bengal,Hooghly,2005,Winter,Rice,15684.0,48195.3,3.073,2000
Odisha,Puri,2020,Winter,Rice,10376.9,32795.6,3.16,2020
Rajasthan,Jaipur,2017,Rabi,Gram,105817.8,116717.7,1.103,2010
West Bengal,Murshidabad,2016,Winter,Rice,17498.1,49800.2,2.846,2010
Assam,Silchar,2013,Autumn,Rice,11525.1,24208.2,2.1,2010
Andhra Pradesh,Chittoor,1997,Rabi,Maize,40626.4,116378.2,2.865,1990
Andhra Pradesh,Anantapur,2009,Rabi,Groundnut,17455.3,17703.3,1.014,2000
Madhya Pradesh,Jabalpur,2012,Rabi,Maize,41726.7,143905.5,3.449,2010
West Bengal,Murshidabad,2014,Winter,Rice,20524.0,46996.5,2.29,2010
Karnataka,Belagavi,2008,Kharif,Maize,22575.5,75538.5,3.346,2000
Assam,Guwahati,2012,Winter,Rice,13016.7,37427.0,2.875,2010
Rajasthan,Jaipur,2006,Rabi,Barley,21521.5,53142.1,2.469,2000
Gujarat,Vadodara,2019,Kharif,Tobacco,46350.0,77128.1,1.664,2010
Andhra Pradesh,Guntur,1997,Kharif,Maize,31297.8,87816.9,2.806,1990
West Bengal,Murshidabad,2006,Autumn,Rice,13577.0,46985.0,3.461,2000
Karnataka,Belagavi,2020,Rabi,Groundnut,18294.6,30063.6,1.643,2020
Odisha,Balasore,2008,Winter,Rice,18109.2,45502.0,2.513,2000
Rajasthan,Jodhpur,2013,Rabi,Gram,85860.4,99802.0,1.162,2010
Rajasthan,Jodhpur,2000,Kharif,Soybean,46222.2,56447.5,1.221,2000
Uttar Pradesh,Kanpur,2001,Rabi,Wheat,58788.0,214273.6,3.645,2000
Rajasthan,Jaipur,2001,Rabi,Gram,84731.9,93066.1,1.098,2000
Rajasthan,Jodhpur,2018,Rabi,Barley,20359.8,45990.7,2.259,2010
Odisha,Balasore,2000,Kharif,Rice,23077.3,64043.9,2.775,2000
Gujarat,Surat,2001,Kharif,Bajra,11695.9,13094.7,1.12,2000
Bihar,Gaya,2010,Rabi,Potato,78239.0,2004085.8,25.615,2010
Rajasthan,Jaipur,2008,Rabi,Wheat,57039.0,201031.5,3.524,2000
Andhra Pradesh,Guntur,2005,Kharif,Rice,15840.5,42559.3,2.687,2000
West Bengal,Hooghly,1998,Kharif,Rice,31067.6,79471.1,2.558,1990
Assam,Guwahati,2002,Kharif,Rice,24997.3,47772.1,1.911,2000
Andhra Pradesh,Krishna,2015,Autumn,Rice,6006.5,14005.3,2.332,2010
Andhra Pradesh,Guntur,2016,Winter,Rice,8218.3,21858.6,2.66,2010
Tamil Nadu,Madurai,2015,Whole Year,Sugarcane,26531.3,1294626.3,48.796,2010
West Bengal,Nadia,2006,Kharif,Rice,26221.7,73181.3293321824,2.791,2000
Andhra Pradesh,Chittoor,2017,Kharif,Maize,40268.8,153469.6,3.811,2010
Andhra Pradesh,Krishna,1999,Autumn,Rice,4420.1,10227.2,2.314,1990
West Bengal,Murshidabad,2002,Rabi,Potato,46987.6,946946.1,20.153,2000
Uttar Pradesh,Varanasi,2015,Rabi,Barley,64549.4,111688.3,1.73,2010
Maharashtra,Nashik,2004,Whole Year,Banana,35562.3,749833.0,21.085,2000
Andhra Pradesh,Krishna,2000,Rabi,Maize,27160.1,84599.7,3.115,2000
Madhya Pradesh,Jabalpur,2020,Rabi,Wheat,92280.5,414348.1,4.49,2020
Madhya Pradesh,Bhopal,2004,Rabi,Jowar,27726.7,22215.9,0.801,2000
Uttar Pradesh,Kanpur,1998,Kharif,Rice,12210.4,33737.3,2.763,1990
Tamil Nadu,Thanjavur,2018,Winter,Rice,4484.1,12880.4,2.872,2010
Karnataka,Mysuru,1998,Whole Year,Sugarcane,107144.3,7852901.8,73.293,1990
West Bengal,Murshidabad,2004,Winter,Rice,19167.1,33830.2,1.765,2000
Punjab,Patiala,2017,Kharif,Rice,18189.8,58329.8,3.207,2010
Tamil Nadu,Thanjavur,2007,Kharif,Groundnut,9957.6,14269.1,1.433,2000
Gujarat,Rajkot,2007,Kharif,Tobacco,63083.6,92360.3,1.464,2000
Karnataka,Bengaluru Rural,2012,Rabi,Sunflower,41021.1,32381.2,0.789,2010
Uttar Pradesh,Kanpur,2019,Rabi,Barley,56308.6,123107.6,2.186,2010
Rajasthan,Bikaner,2013,Kharif,Soybean,65392.4,95860.8,1.466,2010
Maharashtra,Aurangabad,2001,Kharif,Jowar,44335.2,48594.0,1.096,2000
Madhya Pradesh,Indore,2002,Rabi,Jowar,27561.7,20837.6,0.756,2000
Rajasthan,Jaipur,1997,Rabi,Wheat,61323.3,175082.9,2.855,1990
Bihar,Muzaffarpur,1998,Winter,Rice,17701.7,39079.3,2.208,1990
Andhra Pradesh,Krishna,2021,Whole Year,Banana,105406.5,4494027.5,42.635,2020
Madhya Pradesh,Bhopal,2021,Rabi,Barley,24192.6,59438.8,2.457,2020
Bihar,Muzaffarpur,2020,Winter,Rice,18543.6,58717.0,3.166,2020
Andhra Pradesh,Chittoor,2002,Kharif,Groundnut,11072.3,9708.1,0.877,2000
Karnataka,Ballari,2004,Rabi,Onion,23534.9,410155.2,17.428,2000
Gujarat,Vadodara,2009,Kharif,Cotton,17513.8,7316.3,0.418,2000
Odisha,Sambalpur,2001,Winter,Rice,10743.3,29260.3,2.724,2000
Maharashtra,Aurangabad,1998,Whole Year,Sugarcane,21414.4,1386477.0,64.745,1990
Odisha,Puri,2009,Kharif,Rice,23624.4,47748.2,2.021,2000
Madhya Pradesh,Indore,2004,Kharif,Maize,30267.4,75514.4,2.495,2000
Karnataka,Belagavi,2006,Kharif,Sunflower,39243.6,32062.9,0.817,2000
Andhra Pradesh,Guntur,2006,Kharif,Groundnut,19922.3,23965.5,1.203,2000
Uttar Pradesh,Varanasi,1998,Rabi,Gram,24331.5,25695.8,1.056,1990
Uttar Pradesh,Meerut,2004,Rabi,Gram,16111.6,14024.2,0.87,2000
Tamil Nadu,Thanjavur,2018,Whole Year,Sugarcane,18587.1,1274801.8,68.585,2010
Bihar,Muzaffarpur,2014,Kharif,Rice,17908.5,42120.3,2.352,2010
Bihar,Muzaffarpur,2004,Rabi,Maize,24689.7,60084.4,2.434,2000
Karnataka,Ballari,2013,Rabi,Maize,26955.4,94545.7,3.507,2010
Gujarat,Ahmedabad,1997,Kharif,Onion,6425.1,108008.9,16.81,1990
Uttar Pradesh,Varanasi,2002,Kharif,Tur,41677.6,32329.9,0.776,2000
Madhya Pradesh,Jabalpur,2008,Kharif,Soybean,21992.5,29172.5,1.326,2000
Uttar Pradesh,Kanpur,2021,Autumn,Rice,5548.0,19488.2,3.513,2020
Uttar Pradesh,Agra,2005,Autumn,Rice,5715.6,13450.0,2.353,2000
Madhya Pradesh,Indore,1998,Kharif,Soybean,20316.7,22733.0,1.119,1990
Madhya Pradesh,Jabalpur,2011,Kharif,Soybean,32047.9,43654.7,1.362,2010
Bihar,Gaya,2015,Autumn,Rice,9464.7,26335.7,2.783,2010
Uttar Pradesh,Lucknow,2015,Kharif,Tur,42393.0,29987.1,0.707,2010
West Bengal,Murshidabad,2016,Kharif,Jute,41013.3,106035.0,2.585,2010
Tamil Nadu,Thanjavur,2020,Rabi,Groundnut,14745.9,22234.5,1.508,2020
Punjab,Jalandhar,2017,Kharif,Cotton,107374.3,59923.1,0.558,2010
Maharashtra,Kolhapur,2013,Rabi,Jowar,42781.6,35005.4,0.818,2010
Assam,Dibrugarh,2017,Autumn,Rice,9879.8,32725.5,3.312,2010
Karnataka,Belagavi,2011,Kharif,Jowar,11276.8,10815.8,0.959,2010
Uttar Pradesh,Varanasi,2008,Rabi,Wheat,53333.6,204241.4,3.83,2000
Madhya Pradesh,Jabalpur,2010,Kharif,Soybean,41876.2,52854.6,1.262,2010
Odisha,Puri,2013,Winter,Rice,12167.0,33462.7,2.75,2010
Punjab,Patiala,2020,Rabi,Wheat,57577.0,221077.3,3.84,2020
Maharashtra,Nashik,2012,Kharif,Tur,40124.7,38592.5,0.962,2010
Uttar Pradesh,Kanpur,1997,Kharif,Bajra,45746.7,46426.7,1.015,1990
Assam,Guwahati,2010,Autumn,Rice,10240.5,31115.6,3.038,2010
Maharashtra,Nashik,2001,Whole Year,Banana,33340.6,1257510.1,37.717,2000
Andhra Pradesh,Anantapur,2002,Kharif,Maize,41469.8,102138.5,2.463,2000
Uttar Pradesh,Meerut,2003,Rabi,Barley,63970.9,140990.3,2.204,2000
Karnataka,Mysuru,2003,Kharif,Groundnut,14172.9,18943.7,1.337,2000
Punjab,Jalandhar,2001,Rabi,Wheat,65804.0,226036.7,3.435,2000
Karnataka,Mysuru,2008,Kharif,Tur,74369.3,75643.1,1.017,2000
Gujarat,Vadodara,2003,Rabi,Onion,11105.3,219354.2,19.752,2000
Bihar,Bhagalpur,2013,Winter,Rice,12586.5,29169.5,2.318,2010
Gujarat,Ahmedabad,2001,Kharif,Tobacco,45584.4,68834.2,1.51,2000
West Bengal,Nadia,2018,Kharif,Jute,33303.1,79949.6,2.401,2010
Uttar Pradesh,Lucknow,2012,Rabi,Potato,23263.1,684881.8,29.441,2010
Tamil Nadu,Coimbatore,2001,Winter,Rice,5273.9,16789.2,3.183,2000
Uttar Pradesh,Varanasi,2008,Rabi,Barley,54118.6,136005.1,2.513,2000
Punjab,Jalandhar,2003,Kharif,Rice,10528.0,28969.9,2.752,2000
Odisha,Sambalpur,1998,Kharif,Rice,13696.0,32086.7,2.343,1990
Madhya Pradesh,Gwalior,2004,Kharif,Jowar,31575.2,26394.2,0.836,2000
Karnataka,Mysuru,2009,Rabi,Sunflower,45912.2,26091.7,0.568,2000
Punjab,Amritsar,2020,Kharif,Rice,13252.1,32804.8,2.475,2020
